GEN_TPS_1	GEN_TPS_2	DispatchGen
OCI_Alamo_4_Solar_(Bracketville)	12	37.6
Dansby_1	3	0.0
Handley_3	10	0.0
Oklaunion_1	10	0.0
Powerlane_Plant_2	7	0.0
Downie_Ranch_Solar_(OCI_Alamo_5)	9	94.9999999999987
Sam_Rayburn_GT_1	2	0.0
Miami_Wind_G2	1	144.3
Penascal_Wind_3	7	100.8
Barilla_Solar_(FS,_Pecos)	11	0.0
T_H_Wharton_GT_54	3	0.0
Paris_Energy_Center_1	11	0.0
Buffalo_Gap_Wind_Farm_2_2	10	117.0
Sim_Gideon_1	9	0.0
South_Texas_U2	3	1295.0
Roscoe_Wind_Farm	6	209.0
V_H_Braunig_3	7	0.0
Trinidad_6	9	0.0
R_W_Miller_1	8	0.0
Greens_Bayou_74	11	0.0
Forest_Creek_Wind_Farm	2	124.2
Longhorn_Wind_North_U2	1	100.0
Quail_Run_Energy_1	11	0.0
Permian_Basin_1	9	0.0
Wise_County_Power_LP	3	0.0
Buffalo_Gap_Wind_Farm_2_1	11	115.5
Buffalo_Gap_Wind_Farm_1	11	120.6
Hidalgo_1	12	458.0
Sweetwater_Wind_4-5	12	0.0
Sand_Hill_Energy_Center_GT_4	11	0.0
WKN_Mozart_Wind	12	0.0
Morgan_Creek_4	3	0.0
Channelview_Cogen_Plant	2	861.0
Midlothian_2	9	0.0
Green_Power_2	9	0.0
South_Trent_Wind_Farm	2	98.2
Midlothian_1	12	0.0
Hydro_LCRA_LZ	4	280.0
Pecos_Wind_(Woodward_1)	6	82.5
Bosque_County_CC_1	1	0.0
Sweetwater_Wind_4-4A	11	0.0
Big_Brown_2	12	0.0
Capricorn_Ridge_Wind_4	5	112.5
Panda_Temple_II_CTG2	12	0.0
Horse_Hollow_Wind_1	5	206.6
Odessa_Ector_Generating_Station_1	1	0.0
Callahan_Wind	6	114.0
OCI_Alamo_4_Solar_(Bracketville)	5	37.6
Ray_Olinger_2	7	0.0
Handley_3	1	0.0
Leon_Creek_Peaking_3	11	46.0
Powerlane_Plant_3	6	0.0
Sam_Rayburn_10	8	182.519580000001
Mountain_Creek_6	6	0.0
Goldthwaite_Wind_1	10	148.6
Sam_Rayburn_GT_1	11	0.0
Miami_Wind_G2	6	144.3
Pearsall_IC_Engine_Plant_D	9	50.6
Bosque_County_CC_2	6	0.0
Panda_Sherman	7	0.0
Barilla_Solar_(FS,_Pecos)	2	0.0
Notrees_Wind_Farm_2	5	60.0
Logan's_Gap_Wind_I_U1	2	103.8
Paris_Energy_Center_1	12	0.0
South_Texas_U1	5	1286.0
Sweetwater_Wind_2A	2	0.0
Martin_Lake_2	9	0.0
Lake_Hubbard_2	4	0.0
Hydro_RCEC_LZ	12	0.0
Blue_Summit_Wind_5	4	9.0
Greens_Bayou_74	2	0.0
Forest_Creek_Wind_Farm	9	124.2
Wolf_Ridge_Wind	12	112.5
Pearsall_2	8	22.0
Los_Vientos_Wind_III	7	200.0
Permian_Basin_1	6	0.0
Buffalo_Gap_Wind_Farm_2_1	2	115.5
Sweetwater_Wind_4-5	7	0.0
Sand_Hill_Energy_Center_GT_4	2	0.0
Pearsall_IC_Engine_Plant_C	6	50.6
Channelview_Cogen_Plant	5	861.0
Hydro_LCRA_LZ	1	280.0
Renewable_Energy_Alternatives_CCS1	5	2.0
Colorado_Bend_Energy_Center_1	1	233.0
Decker_Creek_G3	1	0.0
Sim_Gideon_3	7	0.0
Twin_Oaks_1	3	0.0
Anacacho_Wind	9	99.8
Capricorn_Ridge_Wind_4	9	112.5
Stanton_Wind_Energy	5	120.0
Big_Brown_2	5	0.0
Desert_Sky_Wind_Farm_2	9	76.5
Clear_Lake_Cogeneration_Ltd	6	384.9
B_M_Davis_1	5	330.0
Callahan_Wind	9	114.0
Brazos_Valley_1	12	602.0
Sandy_Creek_1	12	0.0
Horse_Hollow_Wind_3	7	208.0
Harbor_Wind	9	9.0
Silas_Ray_9	10	0.0
Sam_Rayburn_GT_2	5	0.0
Miami_Wind_G1	2	144.3
Goldthwaite_Wind_1	3	148.6
Freeport_Energy_Center	9	63.4
Bayou_Cogen_Plant	1	165.6
Sweetwater_Wind_3A	1	0.0
Morgan_Creek_3	2	0.0
Forney_Energy_Center_2	10	0.0
Barilla_Solar_(FS,_Pecos)	5	0.0
Paris_Energy_Center_1	5	0.0
Green_Mountain_Wind_(Brazos)_U2	9	61.0
South_Texas_U1	12	1286.0
Sweetwater_Wind_2A	9	15.9
Dallas-Fort_Worth_Area_LFG	5	0.0
Cedar_Bayou_1	1	745.0
West_Texas_Wind_Energy	12	0.0
Twin_Oaks_2	2	0.0
Greens_Bayou_74	5	0.0
Bobcat_Bluff_Wind	3	150.0
Wolf_Ridge_Wind	7	112.5
Pearsall_2	1	22.0
Monticello_U3	3	0.0
Bull_Creek_Wind_Plant_U1	3	88.0
Hays_Energy_Facility_1	2	882.0
West_Texas_Wind_Energy	5	0.0
Pearsall_IC_Engine_Plant_C	1	35.8684799999999
R_W_Miller_5	2	0.0
Channelview_Cogen_Plant	12	861.0
Stryker_Creek_2	1	0.0
Renewable_Energy_Alternatives_CCS1	12	2.0
Colorado_Bend_Energy_Center_1	10	233.0
Decker_Creek_G3	6	0.0
South_Plains_Wind_1	11	102.0
Panhandle_Wind_2_U1	8	94.2
Jack_County_Generation_Facility_1	8	0.0
W_A_Parish_3	9	0.0
Panda_Temple_II_CTG2	4	0.0
Big_Brown_2	2	0.0
Jack_County_Generation_Facility_2	5	0.0
Trinity_Hills_Wind_1	10	117.5
Magic_Valley_Wind_(Redfish)_1A	5	99.8
Houston_Chemical_Complex_Battleground	10	52.6
Sandy_Creek_1	5	0.0
Cedro_Hill_Wind_2	9	75.0
Inadale_Wind	4	196.6
Horse_Hollow_Wind_3	8	208.0
Cedro_Hill_Wind_1	4	75.0
Tenaska_Gateway_Station	12	0.0
Miami_Wind_G1	9	144.3
Magic_Valley_Station	5	0.0
Morgan_Creek_4	6	0.0
Mountain_Creek_6	2	0.0
Ingleside_Cogeneration	7	478.4
Spinning_Spur_3_Wind_1	8	96.0
W_A_Parish_2	11	0.0
Leon_Creek_Peaking_4	10	46.0
South_Texas_U1	11	1286.0
Sand_Hill_Energy_Center_GT_1	3	0.0
Mesquite_Creek_Wind_2	5	105.6
W_A_Parish_1	7	0.0
Optim_Energy_Altura_Cogen	8	478.8
Sweetwater_Wind_3A	10	0.0
Sherbino_2_Wind	6	147.5
OCI_Alamo_1_Solar	9	39.2
Cedar_Bayou_2	3	749.0
Monticello_U3	10	0.0
Los_Vientos_Wind_III	9	200.0
San_Antonio_Area_LFG	7	26.8
SunEdison_Valley_Road_Solar	3	9.9
Bayou_Cogen_Plant	2	165.6
Hays_Energy_Facility_1	5	882.0
TSTC_West_Texas_Wind	11	0.0
Grandview_1_(Conway)_GV1A	2	107.4
King_Mountain_Wind_SW	4	79.3
Renewable_Energy_Alternatives_CCS1	11	2.0
Morgan_Creek_3	5	0.0
Panhandle_Wind_2_U1	1	94.2
Big_Brown_1	6	0.0
Wolf_Hollow_Power_Proj_1	3	0.0
Elbow_Creek_Wind	10	118.7
Jack_County_Generation_Facility_2	10	0.0
Martin_Lake_3	7	0.0
Magic_Valley_Wind_(Redfish)_1A	12	99.8
Pecos_Wind_(Woodward_2)	2	77.2
Lufkin_Biomass	5	0.0
Texas_Big_Spring_Wind_B	5	0.0
Optim_Energy_Altura_Cogen	5	478.8
Winchester_Power_Park_3	12	0.0
Panhandle_Wind_1_U1	7	109.2
Papalote_Creek_Wind_Farm_II	7	200.1
Freeport_Energy_Center	7	63.4
T_H_Wharton_4	5	0.0
Panther_Creek_2	10	115.5
Spinning_Spur_3_Wind_1	3	96.0
T_H_Wharton_G_1	8	0.0
Guadalupe_Generating_Station_1	7	986.0
W_A_Parish_2	2	0.0
C_R_Wing_Cogen_Plant	5	0.0
W_A_Parish_1	4	0.0
ExTex_La_Porte_Power_Station_AirPro_2	5	0.0
San_Jacinto_SES_CTG_2	1	81.0
Powerlane_Plant_1	2	0.0
Stryker_Creek_1	11	0.0
Barton_Chapel_Wind	12	120.0
Bastrop_Energy_Center_1	2	533.0
Pearsall_IC_Engine_Plant_D	8	50.6
OCI_Alamo_1_Solar	2	39.2
Senate_Wind	6	150.0
Dansby_1	12	0.0
Hydro_North_LZ	10	0.0
San_Antonio_Area_LFG	8	26.8
SunEdison_Valley_Road_Solar	10	9.9
Sand_Hill_Energy_Center_GT_1	12	0.0
Hays_Energy_Facility_1	12	882.0
Grandview_1_(Conway)_GV1A	11	107.4
Webberville_Solar	10	26.7
T_H_Wharton_GT_55	3	0.0
Los_Vientos_Wind_II	11	201.6
Lost_Pines_1	5	528.0
Panhandle_Wind_2_U1	6	94.2
Sweetwater_Wind_4-4A	3	0.0
Jack_County_Generation_Facility_1	6	0.0
W_A_Parish_8	3	0.0
Wolf_Hollow_Power_Proj_1	10	0.0
Winchester_Power_Park_1	12	0.0
Forney_Energy_Center_1	7	0.0
Sweetwater_Wind_1	3	0.0
Pasadena_Cogeneration	11	743.6
Magic_Valley_Station	8	670.2
Hydro_LCRA_LZ	8	280.0
Decker_Creek_G2	5	0.0
Cedro_Hill_Wind_2	7	75.0
Panther_Creek_2	3	115.5
Limestone_1	3	0.0
Spinning_Spur_3_Wind_2	2	98.0
Tenaska_Kiamichi_Station_2	6	0.0
J_T_Deely_1	10	0.0
Loraine_Windpark_III	1	25.5
Los_Vientos_Wind_I	3	200.1
Panda_Temple_1	12	0.0
T_H_Wharton_4	10	0.0
Coleto_Creek	2	0.0
R_W_Miller_4	3	0.0
W_A_Parish_Petra_Nova	8	0.0
T_H_Wharton_G_1	3	0.0
Champion_Wind_Farm	6	126.5
W_A_Parish_1	3	0.0
Nueces_Bay_8	11	633.0
ExTex_La_Porte_Power_Station_AirPro_2	12	0.0
Silver_Star_Wind	8	60.0
Fayette_Power_Project_1	5	0.0
Goat_Wind	5	80.0
King_Mountain_Wind_SE	9	40.3
Bastrop_Energy_Center_1	11	533.0
Sherbino_2_Wind	8	147.5
Dansby_1	5	0.0
Los_Vientos_Wind_II	12	201.6
Arthur_Von_Rosenberg_1	2	458.0
Loraine_Windpark_I	10	49.5
ExxonMobil_Baytown_Refinery	3	4.3
W_A_Parish_4	8	0.0
Grandview_1_(Conway)_GV1A	12	107.4
Panhandle_Wind_2_U2	2	96.6
Comanche_Peak_U2	2	232.946603
Sweetwater_Wind_4-5	1	0.0
Pecos_Wind_(Woodward_2)	7	77.2
W_A_Parish_8	10	0.0
San_Jacinto_SES_CTG_1	11	81.0
Winchester_Power_Park_1	7	0.0
Senate_Wind	2	150.0
Lone_Star_Wind_2_(Post_Oak)_U1	1	100.0
Desert_Sky_Wind_Farm_2	8	76.5
Harbor_Wind	3	9.0
Colorado_Bend_Energy_Center_2	12	235.0
Panther_Creek_2	12	115.5
Decker_Creek_G4	4	0.0
W_A_Parish_8	6	0.0
Los_Vientos_Wind_I	10	200.1
Panda_Temple_1	7	0.0
Hydro_West_LZ	10	0.0
Coleto_Creek	11	0.0
Comanche_Peak_U2	3	226.670711
Winchester_Power_Park_2	6	0.0
W_A_Parish_Petra_Nova	7	0.0
Handley_5	6	0.0
T_H_Wharton_3	7	0.0
Leon_Creek_Peaking_4	5	46.0
Keechi_Wind_138_KV_Joplin	4	110.0
Silver_Star_Wind	1	60.0
Goat_Wind	2	80.0
Oklaunion_1	4	0.0
Ennis_Power_Station_1	1	0.0
Dansby_1	2	0.0
TSTC_West_Texas_Wind	10	0.0
Loraine_Windpark_I	3	49.5
V_H_Braunig_5	11	0.0
Capricorn_Ridge_Wind_1	2	214.5
Sand_Hill_Energy_Center_5a	4	0.0
Panhandle_Wind_2_U2	9	96.6
Mountain_Creek_8	10	0.0
O_W_Sommers_1	1	420.0
McAdoo_Wind_Farm	8	150.0
Sand_Hill_Energy_Center_GT_2	7	0.0
Acacia_Solar	6	0.0
San_Jacinto_SES_CTG_1	4	81.0
Loraine_Windpark_IV	6	24.0
Decker_Creek_G1	8	0.0
Colorado_Bend_Energy_Center_2	7	235.0
Panther_Creek_3	11	199.5
Decker_Creek_G4	3	0.0
Langford_Wind_Power	10	155.0
Silas_Ray_10	1	0.0
Mesquite_Creek_Wind_1	3	105.6
Hydro_West_LZ	1	0.0
Laredo_Peaking_4	1	90.1
Ray_Olinger_4	11	0.0
Handley_5	1	0.0
Mesquite_Creek_Wind_1	8	105.6
Ray_Olinger_1	4	0.0
Guadalupe_Generating_Station_1	12	986.0
Silver_Star_Wind	6	60.0
Camp_Springs_Wind_1	10	130.5
DeCordova_2	4	0.0
Goat_Wind	11	80.0
Big_Brown_2	7	0.0
Sweetwater_Wind_2B	2	0.0
Ennis_Power_Station_1	6	0.0
Decker_Creek_1	9	315.0
Permian_Basin_3	3	0.0
Goat_Wind_2	7	69.6
Loraine_Windpark_I	4	49.5
Wise_County_Power_LP	11	0.0
Nueces_Bay_8	6	633.0
J_K_Spruce_1	7	0.0
Green_Pastures_Wind_2	3	150.0
W_A_Parish_7	3	0.0
Sand_Hill_Energy_Center_5a	3	0.0
Hereford_Wind_V	12	100.0
Greens_Bayou_84	2	0.0
Pearsall_1	7	19.0
Monticello_U2	9	0.0
Silas_Ray_10	2	0.0
Trinity_Hills_Wind_2	2	107.5
O_W_Sommers_1	10	420.0
McAdoo_Wind_Farm	1	150.0
Whirlwind_Energy	8	0.0
Turkey_Track_Wind_Energy_Center	7	0.0
Hydro_South_LZ	3	67.7
Grandview_1_(Conway)_GV1B	7	103.8
Buffalo_Gap_Wind_Farm_1	12	120.6
Capricorn_Ridge_Wind_2	1	186.0
Decker_Creek_G1	1	0.0
Forest_Creek_Wind_Farm	6	124.2
Decker_Creek_G4	10	0.0
W_A_Parish_T1	11	0.0
Hidalgo_1	9	458.0
Briscoe_Wind_Farm	12	150.0
Gulf_Wind_II	7	141.6
Spencer_4	4	0.0
Freestone_Energy_Center_1	3	0.0
J_K_Spruce_2	6	0.0
Laredo_Peaking_4	8	90.1
Victoria_Power_Station	10	0.0
Barton_Chapel_Wind	4	120.0
Handley_5	8	0.0
Baytown_Energy_Center	4	794.8
J_K_Spruce_2	11	0.0
Texas_Big_Spring_Wind_A	8	0.0
Jumbo_Road_Wind_1	12	146.2
Lone_Star_Wind_1_(Mesquite)	9	200.0
Camp_Springs_Wind_1	5	130.5
Whitetail_Wind_Energy	4	91.0
Johnson_County	6	0.0
Lone_Star_Wind_1_(Mesquite)	2	200.0
Comanche_Peak_U2	10	337.879193
Capricorn_Ridge_Wind_3	1	149.5
Decker_Creek_1	2	315.0
Permian_Basin_5	8	0.0
Graham_2	3	0.0
ExTex_La_Porte_Power_Station_AirPro_3	6	0.0
Indian_Mesa_Wind_Farm	7	82.5
Blue_Wing_2_Solar	6	7.3
Sand_Hill_Energy_Center_5a	10	0.0
Permian_Basin_4	6	0.0
Hereford_Wind_V	7	100.0
Gibbons_Creek_1	7	0.0
Permian_Basin_3	11	0.0
T_H_Wharton_GT_56	5	0.0
SunEdison_Rabel_Road_Solar	9	9.9
Whirlwind_Energy	1	0.0
Sand_Hill_Energy_Center_GT_2	9	8.7685500000004
SunEdison_Somerset_2_Solar	5	5.0
Pearsall_IC_Engine_Plant_B	12	0.0
Rattlesnake_Den_Wind_1_G1	11	104.3
R_W_Miller_3	6	0.0
J_T_Deely_2	1	0.0
Windthorst_2	1	67.6
Trent_Wind_Farm	11	0.0
Briscoe_Wind_Farm	7	150.0
Martin_Lake_1	4	0.0
Freestone_Energy_Center_1	4	0.0
Miami_Wind_G1	6	144.3
Victoria_Power_Station	5	0.0
Gregory_Power_Facility	7	388.5
Leon_Creek_Peaking_1	9	0.0
Baytown_Energy_Center	3	794.8
Texas_Big_Spring_Wind_A	3	0.0
DeCordova_1	7	0.0
Panda_Temple_II_STG	5	0.0
Morgan_Creek_6	10	0.0
Whitetail_Wind_Energy	3	91.0
W_A_Parish_4	5	0.0
Morgan_Creek_5	7	0.0
Red_Canyon_Wind	1	84.0
Capricorn_Ridge_Wind_3	8	149.5
OCI_Alamo_3-Walzem_Solar	5	5.5
Hereford_Wind_G	4	99.9
Hydro_LCRA_LZ	12	280.0
V_H_Braunig_6	3	0.0
Panda_Temple_II_STG	10	0.0
San_Miguel_1	2	0.0
Graham_2	4	0.0
Greens_Bayou_73	7	0.0
Horse_Hollow_Wind_4	3	108.0
Blue_Wing_2_Solar	9	7.3
Hackberry_Wind_Farm	3	163.5
Permian_Basin_4	1	0.0
Oak_Grove_SES_Unit_2	7	0.0
J_K_Spruce_2	3	0.0
Penascal_Wind_1	2	160.8
South_Trent_Wind_Farm	6	98.2
Sim_Gideon_2	1	0.0
SunEdison_CPS3_Somerset_1_Solar	10	5.6
Stryker_Creek_2	8	0.0
Elbow_Creek_Wind	3	118.7
Grandview_1_(Conway)_GV1B	9	103.8
Twin_Oaks_1	6	0.0
Sandow_U4	1	0.0
J_K_Spruce_2	10	0.0
J_T_Deely_2	10	0.0
Frontera_1	3	524.0
Windthorst_2	6	67.6
Trent_Wind_Farm	2	0.0
Texas_City_1	2	0.0
Houston_Area_LFG	3	24.5
Martin_Lake_1	3	0.0
Channel_Energy_Center	8	686.6
Ocotillo_Wind_Farm	7	58.8
Greenville_Powerlane_IC1	4	0.0
Panther_Creek_1	1	142.5
South_Texas_U1	8	1286.0
Route_66_Wind	5	150.0
Morgan_Creek_6	1	0.0
Whitetail_Wind_Energy	10	91.0
Barton_Chapel_Wind	5	120.0
Morgan_Creek_5	12	0.0
Austin_Area_LFG	2	6.4
OCI_Alamo_3-Walzem_Solar	10	5.5
Handley_4	9	0.0
Wolf_Flats_Wind_(Wind_Mgt)	8	0.0
V_H_Braunig_6	10	0.0
Permian_Basin_2	11	0.0
San_Miguel_1	9	0.0
Snyder_Wind_Farm	12	63.0
Horse_Hollow_Wind_4	10	108.0
Fayette_Power_Project_2	11	0.0
Hackberry_Wind_Farm	10	163.5
Oak_Grove_SES_Unit_2	8	0.0
Morgan_Creek_1	8	0.0
Penascal_Wind_1	11	160.8
Wichita_Falls_Cogeneration_Plant	11	0.0
Sim_Gideon_2	10	0.0
Harbor_Wind	1	9.0
W_A_Parish_8	8	0.0
Greens_Bayou_82	9	0.0
R_W_Miller_5	10	0.0
V_H_Braunig_1	3	0.0
Sweetwater_Wind_3A	9	0.0
SunEdison_CPS3_Somerset_1_Solar	9	5.6
Jumbo_Road_Wind_2	3	153.6
Frontera_1	8	524.0
Monticello_U1	5	0.0
South_Plains_Wind_2	11	98.0
O_W_Sommers_2	4	146.353509999999
Houston_Area_LFG	10	24.5
Sand_Hill_Energy_Center_GT_3	8	0.0
Sand_Hill_Energy_Center_GT_6	7	0.0
Channel_Energy_Center	1	686.6
Pearsall_IC_Engine_Plant_D	6	50.6
DeCordova_4	6	0.0
V_H_Braunig_8	8	0.0
W_A_Parish_7	7	0.0
Permian_Basin_2	6	0.0
Handley_3	5	0.0
Laredo_Peaking_5	6	87.3
Route_66_Wind	2	150.0
B_M_Davis_3	4	633.0
Panda_Temple_II_STG	2	0.0
Wolf_Flats_Wind_(Wind_Mgt)	1	0.0
Horse_Hollow_Wind_1	2	206.6
ExxonMobil_Baytown_Refinery	10	4.3
Powerlane_Plant_3	5	0.0
Snyder_Wind_Farm	5	63.0
Trinity_Hills_Wind_1	2	117.5
Buffalo_Gap_Wind_Farm_3	10	170.2
Penascal_Wind_2	5	141.6
Dansby_3	5	0.0
Sim_Gideon_3	5	0.0
Morgan_Creek_1	1	0.0
Sweetwater_Wind_2B	5	0.0
Comanche_Peak_U2	9	403.155471
Wichita_Falls_Cogeneration_Plant	4	0.0
Hydro_RCEC_LZ	6	0.0
Javelina_Wind_Energy	2	250.0
V_H_Braunig_2	5	0.0
Rattlesnake_Den_Wind_1_G2	3	103.0
J_K_Spruce_1	8	0.0
V_H_Braunig_1	8	0.0
Powerlane_Plant_2	4	0.0
Greens_Bayou_83	12	0.0
Longhorn_Wind_North_U1	11	100.0
Sand_Hill_Energy_Center_GT_1	6	0.0
Jumbo_Road_Wind_2	12	153.6
Optim_Energy_Altura_Cogen	9	478.8
Cedar_Bayou_4	9	504.0
Monticello_U1	12	0.0
Bull_Creek_Wind_Plant_U2	11	90.0
Winchester_Power_Park_3	11	0.0
Sand_Hill_Energy_Center_GT_3	1	0.0
Deer_Park_Energy_Center_1	7	1152.0
Greenville_Powerlane_IC2	7	0.0
Optim_Energy_Altura_Cogen	2	478.8
King_Mountain_Wind_NW	2	79.3
Cedar_Bayou_1	8	745.0
Greens_Bayou_83	8	0.0
Notrees_Battery_Facility	3	36.0
Corpus_Christi_Energy_Center	6	460.5
V_H_Braunig_8	3	0.0
Cedar_Bayou_1	3	745.0
R_W_Miller_2	1	0.0
Equistar_Corpus_Christi	8	12.0
Brazos_Valley_1	5	602.0
Spencer_5	3	0.0
West_Texas_Wind_Energy	1	0.0
R_W_Miller_2	12	0.0
Austin_Area_LFG	12	6.4
Forney_Energy_Center_2	8	0.0
Ray_Olinger_3	5	0.0
Handley_4	7	0.0
Blue_Wing_1_Solar	4	7.6
Cedar_Bayou_1	12	745.0
Powerlane_Plant_3	12	0.0
Texas_Gulf_Sulphur_(New_Gulf)	7	0.0
Spinning_Spur_Wind_Two	11	161.0
Buffalo_Gap_Wind_Farm_3	3	170.2
Ector_County_Energy	4	0.0
Capricorn_Ridge_Wind_2	6	186.0
Loraine_Windpark_II	9	51.0
W_A_Parish_3	7	0.0
Brazos_Valley_1	6	602.0
Graham_1	6	0.0
Oyster_Creek_Unit_VIII	7	404.5
Rattlesnake_Den_Wind_1_G2	10	103.0
T_H_Wharton_GT_52	11	0.0
Pearsall_3	4	0.0
OCI_Alamo_2-St._Hedwig_Solar	7	4.4
Bull_Creek_Wind_Plant_U2	4	90.0
Winchester_Power_Park_3	2	0.0
Sand_Hill_Energy_Center_GT_3	6	0.0
Gulf_Wind_I	6	141.6
Deer_Park_Energy_Center_1	12	1152.0
Webberville_Solar	5	26.7
Green_Pastures_Wind_1	6	150.0
King_Mountain_Wind_NW	11	79.3
Victoria_Texas_Plant	4	0.0
Notrees_Battery_Facility	10	36.0
J_T_Deely_1	12	0.0
San_Miguel_1	12	0.0
Spencer_5	8	0.0
West_Texas_Wind_Energy	9	0.0
Ferguson_Replacement	6	509.8
Comanche_Peak_U2	12	184.436872
Winchester_Power_Park_4	11	0.0
Horse_Hollow_Wind_2	5	158.0
Permian_Basin_3	12	0.0
Panhandle_Wind_1_U2	7	109.2
Pyron_Wind_Farm	6	249.0
Capricorn_Ridge_Wind_1	11	214.5
Desert_Sky_Wind_Farm_2	3	76.5
Morgan_Creek_2	2	0.0
Ector_County_Energy	11	0.0
Stephens_Ranch_Wind_1	5	94.9166699999997
Rio_Nogales_1	10	249.28669
Bryan_Atkins_7	9	0.0
Green_Mountain_Wind_(Brazos)_U1	3	99.0
Spinning_Spur_3_Wind_2	10	98.0
W_A_Parish_4	7	0.0
Mesquite_Creek_Wind_1	10	105.6
Oklaunion_1	7	0.0
Graham_1	1	0.0
Sweetwater_Wind_3B	2	0.0
Downie_Ranch_Solar_(OCI_Alamo_5)	6	94.9999999999987
SunEdison_CPS3_Somerset_1_Solar	2	5.6
Houston_Chemical_Complex_Battleground	12	52.6
Jumbo_Road_Wind_1	3	146.2
Pearsall_3	3	20.0
Oak_Grove_SES_Unit_1	2	0.0
Limestone_1	10	0.0
W_A_Parish_1	11	0.0
Houston_Chemical_Complex_Battleground	7	52.6
Sim_Gideon_1	4	0.0
Papalote_Creek_Wind_Farm	9	179.9
South_Texas_U2	12	1295.0
Mountain_Creek_8	5	0.0
King_Mountain_Wind_NW	12	79.3
Logan's_Gap_Wind_I_U2	3	106.3
Hydro_South_LZ	9	67.7
J_T_Deely_1	7	0.0
Sweeny_Cogen_Facility	1	430.7
Jumbo_Road_Wind_1	7	146.2
Magic_Valley_Wind_(Redfish)_1B	7	103.5
Equistar_Corpus_Christi	2	12.0
Horse_Hollow_Wind_2	12	158.0
ExxonMobil_Baytown_Refinery	7	4.3
Greens_Bayou_84	6	0.0
Oklaunion_1	6	0.0
Texas_Gulf_Sulphur_(New_Gulf)	9	0.0
Tenaska_Frontier_Station	10	0.0
San_Jacinto_SES_CTG_1	1	81.0
Lone_Star_Wind_2_(Post_Oak)_U1	7	100.0
Morgan_Creek_2	9	0.0
Odessa_Ector_Generating_Station_1	12	0.0
Stephens_Ranch_Wind_1	2	211.2
Rio_Nogales_1	3	0.0
OCI_Alamo_4_Solar_(Bracketville)	10	37.6
Blue_Summit_Wind_6	8	126.4
Green_Mountain_Wind_(Brazos)_U1	12	99.0
Limestone_1	2	0.0
V_H_Braunig_7	9	0.0
Brazos_Valley_1	7	602.0
Oklaunion_1	12	0.0
Graham_1	8	0.0
Sherbino_1_Wind	7	150.0
Fayette_Power_Project_3	4	0.0
Arthur_Von_Rosenberg_1	7	458.0
Lamar_Power_Project_1	10	0.0
Bosque_County_CC_2	9	0.0
Permian_Basin_5	7	0.0
Notrees_Wind_Farm_2	8	60.0
Bosque_County_CC_1	4	0.0
OCI_Alamo_2-St._Hedwig_Solar	9	4.4
Sand_Hill_Energy_Center_GT_4	6	0.0
Nueces_Bay_8	4	633.0
South_Texas_U2	5	1295.0
Green_Pastures_Wind_2	1	150.0
Lake_Hubbard_2	9	0.0
Sand_Bluff_Wind_Farm	11	90.0
Capricorn_Ridge_Wind_2	2	186.0
R_W_Miller_1	2	0.0
Forest_Creek_Wind_Farm	4	124.2
Logan's_Gap_Wind_I_U2	10	106.3
Quail_Run_Energy_1	5	0.0
V_H_Braunig_5	9	0.0
Buffalo_Gap_Wind_Farm_1	4	120.6
Mesquite_Creek_Wind_2	11	105.6
T_H_Wharton_GT_53	12	0.0
WKN_Mozart_Wind	6	0.0
Magic_Valley_Wind_(Redfish)_1B	8	103.5
Morgan_Creek_4	2	0.0
Green_Power_2	7	0.0
Sweetwater_Wind_3B	1	0.0
Midlothian_1	6	0.0
Hydro_LCRA_LZ	5	280.0
Longhorn_Wind_North_U1	2	100.0
Anacacho_Wind	4	99.8
Cedar_Bayou_1	2	745.0
Sweetwater_Wind_4-4A	1	0.0
Tenaska_Frontier_Station	5	0.0
Capricorn_Ridge_Wind_4	3	112.5
Stephens_Ranch_Wind_2	6	57.1321199999975
Odessa_Ector_Generating_Station_1	7	0.0
Stephens_Ranch_Wind_1	11	161.134029999998
OCI_Alamo_4_Solar_(Bracketville)	3	37.6
Blue_Summit_Wind_6	3	126.4
Panther_Creek_3	3	199.5
Handley_3	11	0.0
Sam_Rayburn_GT_2	8	0.0
Mountain_Creek_6	8	0.0
Downie_Ranch_Solar_(OCI_Alamo_5)	8	94.9999999999978
Sam_Rayburn_GT_1	5	0.0
Desert_Sky_Wind_Farm_1	8	84.0
Penascal_Wind_3	6	100.8
Barilla_Solar_(FS,_Pecos)	8	0.0
T_H_Wharton_GT_54	4	0.0
Paris_Energy_Center_1	10	0.0
Notrees_Wind_Farm_1	10	92.6
Sweetwater_Wind_2A	4	0.0
South_Texas_U2	2	1295.0
Roscoe_Wind_Farm	1	209.0
V_H_Braunig_3	6	0.0
R_W_Miller_1	9	0.0
Greens_Bayou_74	8	0.0
Forest_Creek_Wind_Farm	3	124.2
Longhorn_Wind_North_U2	6	100.0
T_H_Wharton_3	5	0.0
Quail_Run_Energy_1	10	0.0
Permian_Basin_1	8	0.0
Buffalo_Gap_Wind_Farm_2_1	12	115.5
Winchester_Power_Park_2	8	0.0
Buffalo_Gap_Wind_Farm_2_2	9	117.0
Lone_Star_Wind_2_(Post_Oak)_U2	2	100.0
Pearsall_IC_Engine_Plant_C	12	0.0
Greenville_Powerlane_IC3	4	0.0
Sand_Hill_Energy_Center_GT_7	9	0.0
Channelview_Cogen_Plant	3	861.0
Midlothian_2	10	0.0
